,note,pro,con,anonymous,tutorial,topic,month,date
1105,5,very clear descriptions of all steps,,,Proteogenomics 1: Database Creation,Proteomics,2021-02,2021-02-18
1106,5,clear and concise descriptions of each step,provide all necessary input files from tutorial 1 on zenodo,,Proteogenomics 2: Database Search,Proteomics,2021-02,2021-02-18
1107,5,,,,Reference-based RNA-Seq data analysis,Transcriptomics,2021-02,2021-02-18
1108,5,Very clear and helpful for first time users,,,Quality Control,Sequence analysis,2021-02,2021-02-18
1109,4,,,,Proteogenomics 2: Database Search,Proteomics,2021-02,2021-02-18
1110,5,,,,Understanding Barcodes,Transcriptomics,2021-02,2021-02-18
1111,5,,,,Pre-processing of 10X Single-Cell RNA Datasets,Transcriptomics,2021-02,2021-02-18
1112,3,that there were several examples,,,Visualisation with Circos,Visualisation,2021-02,2021-02-18
1113,5,,,,Clustering 3K PBMCs with Scanpy,Transcriptomics,2021-02,2021-02-19
1114,5,it was very helpful.,,,Unicycler assembly of SARS-CoV-2 genome with preprocessing to remove human genome reads,Assembly,2021-02,2021-02-19
1115,5,Very informative yet concise. Did an excellent job of walking through the parameters needed for each step. Also appreciated the walking through of visualization and statistical significance rather than ending at the OTU clustering. ,,,16S Microbial Analysis with mothur (extended),Metagenomics,2021-02,2021-02-19
1116,5,How in depth and clear it was.,,,Unicycler assembly of SARS-CoV-2 genome with preprocessing to remove human genome reads,Assembly,2021-02,2021-02-19
1117,4,,,,RNA Seq Counts to Viz in R,Transcriptomics,2021-02,2021-02-19
1118,4,,,,Visualisation with Circos,Visualisation,2021-02,2021-02-19
1119,5,,,,Proteogenomics 3: Novel peptide analysis,Proteomics,2021-02,2021-02-19
1120,5,"The presentation was great: first the explanantion what we will do and why, and then tutorial.",,,Proteogenomics 2: Database Search,Proteomics,2021-02,2021-02-19
1121,5,The clarity and order of the explanation,,,Reference-based RNA-Seq data analysis,Transcriptomics,2021-02,2021-02-19
1122,3,,,,Proteogenomics 1: Database Creation,Proteomics,2021-02,2021-02-19
1123,5,Concentration on the essential aspects with the possibility to further deepen the knowledge about the individual tools,,,Exome sequencing data analysis for diagnosing a genetic disease,Variant Analysis,2021-02,2021-02-19
1124,5,The steps were very clear,Make a tutorial for miRNAs in humans,,Reference-based RNA-Seq data analysis,Transcriptomics,2021-02,2021-02-19
1125,5,"I like that it has a clear relation to the NGS topic, this helped to keep me motivated","Actually it was very well developed, maybe one for heatmaps would be a great addition",,RNA Seq Counts to Viz in R,Transcriptomics,2021-02,2021-02-19
1126,5,,,,Antibiotic resistance detection,Metagenomics,2021-02,2021-02-20
1127,5,"I´d like to know how I can get a unique assemble using more than one pair of Illumina reads for the same DNA, for example the same bacterial strain. It is possible? ",,,Chloroplast genome assembly,Assembly,2021-02,2021-02-20
1128,5,,,,Galaxy 101 for everyone,Introduction to Galaxy Analyses,2021-02,2021-02-20
1129,5,So useful from getting the data to pathway analysis!!,,,Reference-based RNA-Seq data analysis,Transcriptomics,2021-02,2021-02-21
1130,3,Handy,Tutorial video went too fast with no much explanation.,,Understanding Barcodes,Transcriptomics,2021-02,2021-02-21
1131,3,,Tutorial video went too fast with no much explanation.,,Pre-processing of 10X Single-Cell RNA Datasets,Transcriptomics,2021-02,2021-02-21
1132,5,Very good material ,,,NGS data logistics,Introduction to Galaxy Analyses,2021-02,2021-02-22
1133,5,,,,Identification of somatic and germline variants from tumor and normal sample pairs,Variant Analysis,2021-02,2021-02-22
1134,5,Easy to follow and clear,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2021-02,2021-02-23
1135,5,,,,Quality Control,Sequence analysis,2021-02,2021-02-23
1137,3,,,,From peaks to genes,Introduction to Galaxy Analyses,2021-02,2021-02-24
1138,4,,,,Chloroplast genome assembly,Assembly,2021-02,2021-02-25
1139,5,"the work flow and associated explanations. Perfect for my students to get acquainted with the workflow, inputs and outputs, and then move to HPC learning","incorporate UMI-based workflows (e.g., duplex consensus)",,Identification of somatic and germline variants from tumor and normal sample pairs,Variant Analysis,2021-02,2021-02-25
1140,5,The hands-on tutorial which is straight forward and easy to follow,,,Introduction to Genomics and Galaxy,Introduction to Galaxy Analyses,2021-02,2021-02-26
1141,5,"The tutorial is hands-on, straight forward and easy to follow",,,Introduction to Genomics and Galaxy,Introduction to Galaxy Analyses,2021-02,2021-02-26
1142,5,"Clear and easy to follow, and tones of additional information.",More images perhaps,,Quality Control,Sequence analysis,2021-02,2021-02-27
1143,5,Explanations and step by by procedure explained,,,High Throughput Molecular Dynamics and Analysis,Computational chemistry,2021-02,2021-02-28
1144,3,,,,Pre-processing of 10X Single-Cell RNA Datasets,Transcriptomics,2021-03,2021-03-01
1145,5,Very good guiding,cant think of something..,,Galaxy 101 for everyone,Introduction to Galaxy Analyses,2021-03,2021-03-02
1146,5,,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2021-03,2021-03-03
1147,5,The instructions are very detailed and clearly presented. ,Some pictures in the tutorial are not up-to-date.,,Galaxy 101 for everyone,Introduction to Galaxy Analyses,2021-03,2021-03-04
1150,5,It is so clear to show the process step by step.,,,1: RNA-Seq reads to counts,Transcriptomics,2021-03,2021-03-04
1151,5,,,,Galaxy 101,Introduction to Galaxy Analyses,2021-03,2021-03-05
1152,5,,,,Galaxy 101,Introduction to Galaxy Analyses,2021-03,2021-03-05
1154,1,,It doesn't show you where to begin. It gives you steps but doesn't show you how to get to each step. Very frustrating ,,Genome annotation with Prokka,Genome Annotation,2021-03,2021-03-10
1155,5,It's very precise and explain the most important characteristics of how to use the platform,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2021-03,2021-03-11
1156,5,It was clear and well structured.,Nothing! Galaxy is awesome,,Introduction to Genomics and Galaxy,Introduction to Galaxy Analyses,2021-03,2021-03-11
1157,0,All steps were clearly described and easily understood. ,"I could not find the tool""filter bam dataset on a variety of attributes"" in tool panel of Galaxy-human cell atlas , so I could not follow.",,Pre-processing of Single-Cell RNA Data,Transcriptomics,2021-03,2021-03-11
1158,0,,"I wanted to follow ""Hands-on: Remove genes found in less than 3 cells"" with tool ""filter with scanpy"", had given the every parameter correctly, but could not be successful every time.   ",,Clustering 3K PBMCs with Scanpy,Transcriptomics,2021-03,2021-03-12
1159,4,Thorough engagement with complex process of this analysis,"Some specifics:  * No BAM to FastQ (used SamToFastq) * not clear what ""the reference mRNA and TE fasta file"" is * In ""siRNA differential abundance testing"" surely it should be Symp vs Blank? * Visualization section is missing * the miRNA reads are ""removed for separate analysis"" - what analysis is this? * Add some hats (this is hard!)  I also resorted to writing some mini-workflows to make it easier to do some of the repetitive parts of the tutorial ",,Differential abundance testing of small RNAs,Transcriptomics,2021-03,2021-03-12
1160,2,"Part1, the Repeat workflow is not working. The manual is different from for actual workflow in galaxy.",,,From peaks to genes,Introduction to Galaxy Analyses,2021-03,2021-03-12
1161,5,,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2021-03,2021-03-19
1162,5,easy to follow,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2021-03,2021-03-22
1163,5,Easy to follow steps,Where to go next button to jump into another training session,,Galaxy 101,Introduction to Galaxy Analyses,2021-03,2021-03-22
1164,5,,,,Microbial Variant Calling,Variant Analysis,2021-03,2021-03-23
1165,5,Brief description of key issues,,,Label-free versus Labelled - How to Choose Your Quantitation Method,Proteomics,2021-03,2021-03-26
1166,5,,,,2: RNA-seq counts to genes,Transcriptomics,2021-03,2021-03-28
1167,5,"Simple languange, hands-on example and exercises with answers hidden.","I know it is a lot to ask, but adding matrices would be helpful",,R basics in Galaxy,Foundations of Data Science,2021-03,2021-03-28
1168,5,Going to use this in Australia soon (late May 2021)- excited about it. More feedback to come afterwards no doubt!,"I can see in the intro that this tutorial is set up for raw (fastq) and BAM data entry points. This is great but I was hoping you could include a workflow for fastq to BAM. I realise it is in the full workflow so I took the liberty of comparing the two offered workflows and trimmed down to a QC to BAM workflow (https://usegalaxy.org.au/u/gareth-qfab/w/copy-of-exome-seq-training-full-w-cached-ref-imported-from-uploaded-file ). I understand we can do this elsewhere but good to have it consistent within this tutorial. Tested on Zenodo data and works fine. Thanks, Gareth",,Exome sequencing data analysis for diagnosing a genetic disease,Variant Analysis,2021-03,2021-03-30
1169,5,,,,Exome sequencing data analysis for diagnosing a genetic disease,Variant Analysis,2021-03,2021-03-30
1170,5,very friendly people and very informative.,nothing,,1: RNA-Seq reads to counts,Transcriptomics,2021-03,2021-03-31
1171,5,It was really clear and easy to follow. ,,,2: RNA-seq counts to genes,Transcriptomics,2021-03,2021-03-31
1172,5,,,,Reference-based RNAseq data analysis (long),Transcriptomics,2021-03,2021-03-31
1173,0,"clearly described, can be followed step by step, idea for new-users.",,,Clustering 3K PBMCs with Scanpy,Transcriptomics,2021-03,2021-03-31
1174,2,It seemed clear - just didn't work.,I read the tutorial as I tried to duplicate it in Galaxy with a phage genome sequence. The tutorial did not correspond with what was in Galaxy. JBrowse did not work - no indication why.,,Genome annotation with Prokka,Genome Annotation,2021-04,2021-04-03
1175,0,"clearly described, can be followed step by step, super tutorial for new users.",,,Clustering 3K PBMCs with Scanpy,Transcriptomics,2021-04,2021-04-03
1176,5,,,,Quality Control,Sequence analysis,2021-04,2021-04-05
1177,5,really detailed and clear!,"some tools have different names (e.g. it's now 'Pathway enrichment analysis [Reactome]' instead of 'Query pathway database [Reactome]', I think; in other words I couldn't find 'Query pathway database [Reactome]' so I improvised with 'Pathway enrichment analysis [Reactome]'). Also it would be good to include some tools to analise data other than these 3 species.",,Annotating a protein list identified by LC-MS/MS experiments,Proteomics,2021-04,2021-04-06
1179,3,,"This tutorial works with the input files. However, working with non-model organisms is a problem. Download the genbank entry is nice, but which one - on BioSample or else? What should it look like? Any requirements? Only the easy way is shown. How can a reference genome fasta be used along with a gff3 file? That does not work at all with files other than built in or sample files. The tutorial is meant well, but it should be improved to enable also people not working with yeast, mouse or human to use it and prevent problems. Thanks a lot!",,Microbial Variant Calling,Variant Analysis,2021-04,2021-04-07
